lat,lon
51.5463245,14.5778227
51.5326422,14.5316721
51.5306793,14.6780256
51.5585016,14.5276802
51.4034828,14.5779782
51.4671445,14.6779427
51.3491451,14.5983219
51.5194038,14.7214158
51.5057238,14.629664
51.4100203,14.5186237
51.3963577,14.5939421
51.3617706,14.5085442
51.5170896,14.6173563
51.514498,14.6303424
51.5701653,14.5855553
51.4215421,14.5867688
51.5132066,14.6479865
51.4132101,14.556697
51.518462,14.6136152
51.3545133,14.5373754
51.3617706,14.5085442
51.5436536,14.5401806
51.4993747,14.8179353
51.3651413,14.5092456
51.3645763,14.5097382
51.3396182,14.503115
51.3971608,14.5404441
51.5590778,14.7087806
51.4095369,14.5843618
51.4933884,14.6415807
51.4189012,14.5862655
51.5268382,14.7271826
51.4019181,14.5742302
51.5094728,14.6130541
51.3236055,14.639188
51.5451695,14.695929
51.548668,14.7108618
51.4033213,14.5797264
51.4916537,14.7193422
51.3353822,14.4879
51.3845019,14.6484436
51.4248336,14.543241
51.4929964,14.62793
51.5723688,14.7153892
51.3578146,14.5540986
51.5078688,14.6172782
51.3810359,14.6318606
51.4941068,14.6298917
51.5132864,14.7194523
51.5141984,14.6129748
51.4988029,14.5060693
51.5492198,14.713303
51.5439066,14.6869896
51.3833057,14.6630259
51.5099403,14.6460935
51.4950175,14.6373123
51.5246136,14.5664349
51.4906876,14.6512392
51.36133,14.5130334
51.5006835,14.6520593
51.3777477,14.6664604
51.5684017,14.5625565
51.4952153,14.6294262
51.49939,14.642863
51.3844306,14.6081424
51.5113543,14.642957
51.3545133,14.5373754
51.5003837,14.628874
51.5465699,14.5315899
51.4068564,14.5748316
51.4021072,14.5308385
51.4973055,14.6422178
51.5317988,14.5383582
51.5789308,14.5713784
51.5155472,14.6336021
51.3526553,14.6063637
51.493653,14.5160659
51.5421681,14.689037
51.3496782,14.603582
51.3491273,14.5921097
51.3845019,14.6484436
51.5425823,14.7234042
51.4990798,14.7105188
51.49729,14.6329565
51.5423295,14.717178
51.4871611,14.6227409
51.5670905,14.7092856
51.3650917,14.5093061
51.5573983,14.7008571
51.4248992,14.5413821
51.4164802,14.5225355
51.3815535,14.6671886
51.5245919,14.5665387
51.5288817,14.6850354
51.5463287,14.5744774
51.5021143,14.7119362
51.4957339,14.6858783
51.5444946,14.5794082
51.5111997,14.6069992
51.507421,14.6751376
51.325889,14.612845
51.3507433,14.5943495
51.5413222,14.6188964
51.5542173,14.6382987
51.537646,14.6039572
51.5008855,14.6389958
51.3900861,14.6149197
51.3654402,14.5069833
51.4019635,14.5807786
51.5287167,14.5528632
51.5332452,14.5383736
51.4685035,14.717982
51.4106739,14.5597532
51.5292628,14.6859897
51.3449293,14.5993662
51.3406201,14.5746755
51.5474352,14.7217687
51.3435313,14.5588711
51.4970879,14.6564556
51.5150724,14.7185113
51.551487,14.6577327
51.5050415,14.6418125
51.3579891,14.5584859
51.3326867,14.4853589
51.5644509,14.5691436
51.5037614,14.6541704
51.5072831,14.6415095
51.3496863,14.5055896
51.5049155,14.6525103
51.5431905,14.7221505
51.3965155,14.5748655
51.3648855,14.5088765
51.5101749,14.4928086
51.4186311,14.5847273
51.4845161,14.7899934
51.4983482,14.6328037
51.5105554,14.6092878
51.5268598,14.7260745
51.4867715,14.8620802
51.5371267,14.6430706
51.4944351,14.7228991
51.4948956,14.6301618
51.4925616,14.6822609
51.3934858,14.6004022
51.5014694,14.8134853
51.5012895,14.627177
51.4946936,14.6543546
51.5175385,14.72334
51.5082985,14.6285964
51.478665,14.9066487
51.3653023,14.5099054
51.5021981,14.6757226
51.5052592,14.6466265
51.5140437,14.6053982
51.4100222,14.5187357
51.5023617,14.6468931
51.4013546,14.58274
51.437238,14.6035847
51.5268861,14.7261245
51.4944452,14.6371024
51.3586336,14.510246
51.5153178,14.768324
51.3371292,14.6209889
51.3648882,14.5090508
51.3510883,14.5982521
51.5144661,14.7204896
51.541825,14.6879135
51.4993584,14.6481366
51.5428312,14.6883464
51.5249513,14.7367746
51.5239072,14.7139822
51.5055839,14.6394195
51.340345,14.5764086
51.4081713,14.5757915
51.4987451,14.6448744
51.4954842,14.709544
51.4129423,14.5075249
51.5459809,14.6354573
51.3397603,14.508825
51.5285279,14.6926208
51.4993297,14.622585
51.3967201,14.5725089
51.528762,14.5279248
51.5426289,14.7267966
51.3410994,14.5982321
51.4032151,14.5778401
51.5356393,14.6651787
51.5102137,14.753992
51.5433956,14.6873678
51.5756449,14.7105992
51.3387493,14.5022624
51.504467,14.6413239
51.4240834,14.5358452
51.3520255,14.5935833
51.5056383,14.7621497
51.5145846,14.6541844
51.5281416,14.5243673
51.500101,14.6315251
51.5465658,14.5736458
51.5341599,14.5350686
51.3234973,14.626932
51.5197775,14.6183494
51.5005531,14.6471682
51.5266775,14.7256707
51.4972575,14.717261
51.4025616,14.6426734
51.4861424,14.7946118
51.529656,14.5474269
51.5427756,14.5364717
51.5105208,14.6461451
51.3364621,14.4901453
51.5084922,14.6444702
51.4773193,14.6491925
51.4394535,14.6025186
51.4235306,14.538196
51.500101,14.6315251
51.498459,14.6460021
51.5182978,14.6276372
51.5076539,14.7364857
51.3971338,14.5733716
51.5067104,14.6479903
51.5462668,14.7218709
51.4980913,14.6417664
51.3440316,14.5738784
51.5510165,14.5403789
51.3314178,14.5969008
51.363855,14.6271727
51.4338018,14.5451725
51.523009,14.7003911
51.3960925,14.5735572
51.4337499,14.9533338
51.5250734,14.6845743
51.336849,14.5925702
51.5148871,14.6165097
51.3963577,14.5939421
51.5266989,14.5608237
51.4359877,14.6040302
51.487667,14.6204599
51.4031766,14.5815751
51.4065224,14.5751105
51.4926146,14.5119393
51.3900861,14.6149197
51.3492531,14.5938385
51.5081417,14.6430601
51.5154069,14.7590356
51.5791722,14.7229401
51.5182439,14.719925
51.5075144,14.643231
51.3580203,14.5588549
51.3551799,14.595126
51.4997398,14.6429754
51.4873773,14.7223456
51.5396589,14.665879
51.3314178,14.5969008
51.5549177,14.6974447
51.4950417,14.6398624
51.5079585,14.7592541
51.5277729,14.6649477
51.5137976,14.4983164
51.3440875,14.6427539
51.543271,14.5372396
51.3494803,14.6042565
51.4131091,14.5230165
51.5349409,14.6478922
51.4947645,14.718966
51.4968102,14.7196801
51.5256818,14.5660423
51.4945415,14.6340662
51.4979966,14.6363185
51.4992404,14.6227008
51.4131131,14.5075303
51.5450085,14.6097884
51.547229,14.5469716
51.5004758,14.8033742
51.5360986,14.5293159
51.5145072,14.6253154
51.544899,14.7230741
51.4029028,14.5302369
51.5408686,14.6319481
51.5024427,14.8107444
51.4033042,14.5815817
51.5458196,14.7207238
51.4028282,14.5830714
51.5027002,14.6338641
51.5462668,14.7218709
51.5019369,14.6368529
51.3611452,14.6149674
51.5166081,14.7183601
51.5326382,14.6639951
51.537646,14.6039572
51.3755872,14.6653876
51.5076,14.6403534
51.387842,14.6084002
51.5621733,14.5714675
51.5162976,14.6161044
51.5148225,14.6422395
51.5654892,14.5958918
51.5699176,14.5854915
51.5026816,14.6339466
51.5306069,14.7171756
51.3647807,14.5233066
51.3357256,14.4886568
51.5472423,14.5464185
51.5269636,14.6629866
51.3390208,14.4953241
51.5510055,14.5355288
51.5249661,14.60556
51.5456106,14.532471
51.5331589,14.7174284
51.4200525,14.5874937
51.3768756,14.6562759
51.5125125,14.4956748
51.4395448,14.5990497
51.3495705,14.6044359
51.4967471,14.6372691
51.4995146,14.6318106
51.3808571,14.6618344
51.5212457,14.5054414
51.488444,14.7223995
51.3862638,14.6591208
51.5705471,14.5682338
51.488444,14.7223995
51.5275579,14.6622959
51.4993747,14.8179353
51.5233688,14.7335776
51.3286882,14.5780817
51.5564606,14.7093216
51.5011989,14.8097871
51.4881032,14.7086407
51.5180852,14.7262766
51.3971884,14.5733616
51.5092414,14.6372335
51.5377283,14.5299285
51.349882,14.5909922
51.513016,14.7133529
51.5061429,14.6428132
51.3394786,14.5652689
51.3727421,14.6631866
51.4374652,14.6028525
51.4205227,14.5875185
51.506057,14.6428232
51.4695434,14.7194145
51.5123388,14.7167942
51.5242397,14.6935316
51.496827,14.6396099
51.544196,14.7286084
51.5297217,14.7048828
51.3976823,14.6219306
51.5093709,14.657429
51.5329355,14.5292919
51.3366991,14.554484
51.4943897,14.6424835
51.547172,14.6044611
51.4061956,14.6486299
51.4130615,14.5822166
51.5051434,14.6412735
51.3525171,14.6060605
51.5109097,14.4984808
51.5527949,14.708952
51.5014099,14.6296388
51.5148954,14.6164573
51.4032696,14.5778466
51.3785374,14.6687001
51.5445817,14.7277372
51.5092586,14.5994924
51.4948033,14.7130731
51.3572236,14.507422
51.5154238,14.718152
51.4034508,14.5782462
51.4742982,14.4809106
51.5394866,14.7114842
51.3440529,14.5746747
51.3732711,14.6426976
51.503047,14.6348082
51.4941047,14.6388485
51.3572608,14.5668452
51.5050797,14.6416392
51.4210549,14.5915703
51.4320334,14.5988334
51.3659294,14.4817676
51.5009926,14.6372915
51.5253706,14.6893421
51.4984914,14.6324261
51.3364324,14.486375
51.4026849,14.5778519
51.4961085,14.6451436
51.5166811,14.7166739
51.5089953,14.491271
51.4358477,14.6037344
51.5155863,14.759128
51.5465048,14.5739848
51.3473492,14.600737
51.5269504,14.6617608
51.4709169,14.6716732
51.5018944,14.7657105
51.5662999,14.5679542
51.3551799,14.595126
51.3158599,14.6420359
51.5020204,14.6369643
51.544162,14.7152418
51.544168,14.5535422
51.3937365,14.5046376
51.4121487,14.5608982
51.4182722,14.5528264
51.5257923,14.5658489
51.4337735,14.6187677
51.5120645,14.6364692
51.5249661,14.60556
51.4956636,14.6809523
51.334063,14.4867031
51.478492,14.6621367
51.434704,14.6040309
51.5293925,14.699898
51.5561829,14.7030654
51.5334623,14.7171644
51.4703499,14.9464862
51.4920715,14.6367955
51.5154702,14.7942013
51.529233,14.5730758
51.4363104,14.6050713
51.4373688,14.6029852
51.3429521,14.585407
51.5100843,14.7214336
51.3879601,14.6161872
51.5747826,14.5694711
51.4004146,14.5760681
51.4548775,14.9580878
51.410034,14.5200404
51.4720646,14.723792
51.5114318,14.6123785
51.3729775,14.5109424
51.5773791,14.5726851
51.5025824,14.6321689
51.5198318,14.7164419
51.5196124,14.7154312
51.505519,14.6393761
51.4909607,14.6236466
51.5329355,14.5292919
51.4762481,14.6540845
51.5439066,14.6869896
51.5167004,14.7547554
51.4995255,14.635327
51.5243888,14.7272917
51.361087,14.5109619
51.5068112,14.6427675
51.501701,14.630612
51.4918426,14.6567449
51.3501877,14.6051915
51.4749714,14.705406
51.4241978,14.5353494
51.5093709,14.657429
51.5189505,14.6284325
51.5006835,14.6520593
51.4898714,14.6241869
51.5202606,14.7223877
51.387842,14.6084002
51.5019346,14.6563383
51.4935759,14.7187396
51.5032376,14.6157597
51.5124258,14.6213524
51.5557384,14.7145811
51.3326867,14.4853589
51.3645291,14.509693
51.494452,14.6296296
51.5167665,14.7163435
51.3677771,14.5104551
51.5206863,14.7126196
51.5456009,14.5362899
51.5327229,14.5710507
51.4383139,14.6008652
51.3325352,14.5088322
51.5118534,14.63647
51.5089575,14.6371356
51.5711286,14.7136666
51.5213058,14.7004591
51.5064255,14.6170953
51.5417693,14.5345584
51.4985456,14.6447151
51.501004,14.6372318
51.5636144,14.57568
51.5417566,14.7257006
51.3720011,14.5107008
51.5123639,14.7193357
51.5141762,14.7229267
51.5337449,14.5955616
51.384074,14.6633375
51.5286157,14.6569576
51.3491469,14.5985959
51.5448585,14.7282584
51.50973,14.7420647
51.5458064,14.5759819
51.4059748,14.5760517
51.5409523,14.6239331
51.5512319,14.7156633
51.5291988,14.6558557
51.5124657,14.6252747
51.4034508,14.5782462
51.3370985,14.4914237
51.4870406,14.6363445
51.5439066,14.6869896
51.3439821,14.597198
51.5280924,14.5241007
51.5219457,14.5758001
51.5254847,14.6845271
51.3960925,14.5735572
51.5081972,14.6437918
51.5030285,14.6373319
51.4999803,14.6571578
51.4871078,14.7164747
51.581728,14.7268005
51.5319362,14.6957113
51.5254532,14.7288825
51.5224367,14.5076476
51.5080913,14.6508873
51.4996499,14.7614603
51.4126477,14.5820105
51.5536568,14.711826
51.3380094,14.5634415
51.3785491,14.6596553
51.5461517,14.7218996
51.5364619,14.5376823
51.505481,14.6395434
51.3772528,14.6646889
51.5049222,14.6436705
51.4496586,14.5132767
51.5083733,14.6433077
51.4797403,14.8597553
51.5349495,14.5360269
51.4655801,14.9306975
51.5124055,14.634725
51.5018297,14.6488436
51.4390214,14.6027885
51.529038,14.5523872
51.4282531,14.595611
51.363825,14.6161338
51.5556613,14.7062695
51.4108954,14.5730627
51.3410994,14.5982321
51.4023006,14.5808336
51.5305814,14.5398809
51.3864339,14.6180503
51.5209697,14.7088963
51.4727483,14.7255286
51.5163941,14.7636111
51.5374206,14.6353929
51.5002909,14.6319445
51.4375941,14.6037072
51.3666272,14.493915
51.5079873,14.6146134
51.4965557,14.632122
51.4172521,14.5798944
51.4361632,14.6522168
51.3821323,14.6608841
51.3846157,14.6173095
51.5424218,14.5631327
51.5082907,14.7522637
51.4931335,14.6296416
51.3978585,14.5921188
51.544162,14.7152418
51.5385936,14.5272147
51.4980913,14.6417664
51.5018273,14.6296626
51.5477136,14.6873546
51.5064255,14.6170953
51.5084258,14.6281491
51.4935427,14.6437093
51.5466189,14.7206209
51.5580642,14.7123637
51.4945582,14.8058849
51.5160097,14.7174473
51.5066474,14.6451871
51.5470958,14.6040448
51.4019327,14.5329476
51.3768756,14.6562759
51.4947686,14.636358
51.3257492,14.6459106
51.499756,14.6428602
51.4702536,14.9454428
51.4277659,14.5951151
51.3353909,14.5913365
51.5469317,14.5741487
51.5048003,14.6479941
51.5462407,14.5380601
51.4990677,14.6124609
51.5030996,14.6367319
51.3606257,14.5082651
51.4960587,14.6211055
51.5550911,14.465516
51.5445817,14.7277372
51.4384612,14.6037886
51.4910017,14.661741
51.4923397,14.6506005
51.5490648,14.6809312
51.390882,14.6147592
51.5022835,14.8153793
51.3515808,14.5967554
51.3545353,14.6072968
51.5354602,14.6666395
51.4328772,14.6080242
51.5033323,14.6607391
51.5195043,14.7429876
51.5014958,14.6347703
51.5216719,14.7085358
51.5035818,14.6371707
51.3252944,14.6216585
51.3754746,14.6597164
51.5790631,14.5714344
51.5071325,14.6439225
51.5089575,14.6371356
51.519125,14.7160861
51.4999576,14.6345445
51.3522813,14.6056647
51.5439066,14.6869896
51.3767161,14.6450138
51.5242397,14.6935316
51.4180257,14.583354
51.4375088,14.6036403
51.4789322,14.9000416
51.5060289,14.6367511
51.4032325,14.5786441
51.4971519,14.6375272
51.5141525,14.7237795
51.4041077,14.6428363
51.5150248,14.7621661
51.3406201,14.5746755
51.5310829,14.5425919
51.4375088,14.6036403
51.5106443,14.6274226
51.3422965,14.5577733
51.4981642,14.6283516
51.5021297,14.7118855
51.4384932,14.6007145
51.4517178,14.6720089
51.3524036,14.6058476
51.5226494,14.7039859
51.5049247,14.6435869
51.3206063,14.6267291
51.4904652,14.6496099
51.5226494,14.7039859
51.5398455,14.5302273
51.3267923,14.6151818
51.3441589,14.5974558
51.4974814,14.6315614
51.5310472,14.697446
51.3911531,14.6147726
51.5373586,14.6310994
51.3964576,14.5386812
51.5435377,14.6872179
51.507421,14.6751376
51.3562381,14.5836747
51.4682494,14.4918393
51.4805685,14.9076249
51.3804056,14.6589063
51.3649512,14.5068686
51.4934097,14.6422001
51.5257628,14.686251
51.3429521,14.585407
51.5756749,14.5698501
51.3191062,14.6262125
51.5203172,14.7259652
51.3528203,14.591476
51.3800839,14.6571342
51.4093907,14.6414804
51.3500638,14.6073516
51.4115497,14.5245587
51.5011806,14.6519062
51.5155472,14.6336021
51.3611889,14.4758097
51.4669376,14.717029
51.3623509,14.5177619
51.3510883,14.5982521
51.4121243,14.5606947
51.3729634,14.6660653
51.4998107,14.6573629
51.363869,14.6271942
51.379273,14.6635783
51.4068564,14.5748316
51.3705785,14.4768987
51.5014843,14.6298186
51.5040407,14.6099332
51.4727483,14.7255286
51.4878552,14.7079743
51.526441,14.6920563
51.5448718,14.5903916
51.4217187,14.5402173
51.3567715,14.5341837
51.3457219,14.599727
51.3469847,14.60013
51.4993747,14.8179353
51.3267995,14.6138476
51.5542537,14.6985144
51.5054679,14.6461951
51.5061171,14.6428828
51.3823587,14.6163061
51.5439645,14.5693942
51.3715547,14.5105042
51.5170524,14.7602118
51.4912123,14.6257873
51.5176091,14.6074352
51.5356213,14.6671471
51.5092625,14.6432029
51.396114,14.5739353
51.5346704,14.6230034
51.3725925,14.5107891
51.3423353,14.5585261
51.4713296,14.9430807
51.3941245,14.5333695
51.5246136,14.5664349
51.5718327,14.5866347
51.5139401,14.498036
51.3581704,14.507642
51.3517894,14.5933303
51.5034038,14.6564914
51.5057571,14.7334236
51.5586496,14.5275914
51.3365004,14.4902184
51.5017358,14.8080059
51.3171212,14.6386723
51.494774,14.6363393
51.5704085,14.7126849
51.5796105,14.7228948
51.521912,14.7176676
51.5097705,14.6263502
51.4556968,14.5077606
51.5150597,14.7589241
51.5163544,14.7173753
51.3796003,14.6606878
51.4942364,14.7031821
51.5454906,14.6841482
51.544467,14.714639
51.4976535,14.8085768
51.5465656,14.5465164
51.541743,14.5826338
51.4945711,14.6357181
51.4985456,14.6447151
51.4858462,14.663023
51.3954439,14.5905445
51.4871078,14.7164747
51.4926769,14.51468
51.5249693,14.7326302
51.5357971,14.6649268
51.4319112,14.6000537
51.4017245,14.5560661
51.5029058,14.8047177
51.5074416,14.6505124
51.5377829,14.6307997
51.5165107,14.6171165
51.3823587,14.6163061
51.4919544,14.6381548
51.4363104,14.6050713
51.5082464,14.6304405
51.5337454,14.7232929
51.5276324,14.5722343
51.5144973,14.7941132
51.5462407,14.5380601
51.3843913,14.6633366
51.3810605,14.6628715
51.4959668,14.6492476
51.5239072,14.7139822
51.568575,14.5674523
51.5686286,14.567478
51.4990705,14.6339471
51.4943298,14.6393344
51.5028981,14.7122339
51.5412865,14.5406297
51.4147135,14.5888551
51.4921084,14.6491054
51.3482108,14.6035785
51.347213,14.6289359
51.5727456,14.7144788
51.50057,14.6469618
51.3454954,14.6076463
51.5314846,14.5304333
51.3943172,14.6255782
51.4983839,14.6325778
51.3861038,14.6080445
51.5295804,14.5488226
51.3246456,14.6142444
51.4078065,14.5597613
51.3393417,14.5017081
51.4921812,14.6269563
51.5654892,14.5958918
51.5222963,14.6861641
51.5114435,14.642186
51.5553003,14.7088255
51.52878,14.5131519
51.5559337,14.7150931
51.5218516,14.506045
51.5329355,14.5292919
51.5306681,14.5715169
51.4517178,14.6720089
51.3437902,14.5985294
51.3517102,14.6059487
51.5118534,14.63647
51.5019679,14.8105678
51.5577722,14.6978962
51.5155545,14.7593025
51.3669691,14.4823067
51.5030633,14.6396994
51.349882,14.5909922
51.5016572,14.6303676
51.4034319,14.5801466
51.4812862,14.8612223
51.3508477,14.6037248
51.5135015,14.6527398
51.3862638,14.6591208
51.5434397,14.5283541
51.5086929,14.6170405
51.383056,14.6904943
51.5086194,14.6655521
51.342395,14.571705
51.5329355,14.5292919
51.5440331,14.7241384
51.4955451,14.679533
51.5337915,14.7171101
51.3551149,14.5365964
51.5040646,14.6462936
51.5167004,14.7547554
51.3457803,14.6071141
51.5700917,14.5899567
51.5297093,14.5345852
51.5058849,14.638432
51.4270134,14.6347964
51.5111997,14.6069992
51.5471273,14.7210483
51.4987573,14.6541623
51.3286724,14.6069944
51.4851505,14.6430862
51.4218159,14.5867936
51.5183629,14.6611077
51.4966505,14.6322269
51.4727073,14.7254142
51.3816748,14.6909982
51.3376475,14.5973267
51.5498266,14.5164307
51.4981727,14.6342846
51.4208502,14.590164
51.3439837,14.5737878
51.4952887,14.6299229
51.4523791,14.9586977
51.3431216,14.6163358
51.4867715,14.8620802
51.3586336,14.510246
51.4041028,14.5847026
51.5113799,14.6499796
51.5433678,14.7286163
51.5106503,14.6323686
51.5784179,14.7079638
51.4977024,14.7143826
51.3685349,14.484754
51.5021237,14.6279279
51.3601183,14.5038339
51.3956381,14.5783299
51.5552607,14.7021854
51.5404906,14.7133397
51.5047679,14.6479821
51.4941732,14.6246189
51.5381736,14.5219746
51.5468318,14.7195532
51.3408452,14.6408979
51.410179,14.5228055
51.4129121,14.5235778
51.5458686,14.5694928
51.4028064,14.5799183
51.5113329,14.6418849
51.5089716,14.7174184
51.5391018,14.5954204
51.5144973,14.7941132
51.4211876,14.5896582
51.3848982,14.6163555
51.4941215,14.6442857
51.503047,14.6348082
51.3886524,14.6184363
51.471478,14.9420606
51.5095842,14.6324171
51.4958977,14.6376645
51.5081789,14.6168724
51.5334594,14.715179
51.4454703,14.5135966
51.5112762,14.6248637
51.5212827,14.76185
51.5343298,14.5397168
51.5060837,14.6510103
51.4963148,14.6583353
51.5289332,14.5998583
51.4023284,14.5852479
51.5380119,14.6321969
51.3481874,14.6037057
51.4069973,14.5759475
51.3501129,14.5722993
51.507843,14.6196653
51.3267922,14.6149949
51.4810162,14.8538357
51.550635,14.7111436
51.5451376,14.5871601
51.4966152,14.6990855
51.3963951,14.5735121
51.4998818,14.6359925
51.4248336,14.543241
51.5090421,14.6464611
51.4891535,14.6286418
51.3506987,14.5989041
51.5033908,14.6342574
51.4119144,14.5245648
51.5008258,14.627811
51.5485972,14.7118163
51.3488538,14.6009052
51.5487668,14.711112
51.3424118,14.5981166
51.5092414,14.6372335
51.5178051,14.629306
51.5246082,14.5040529
51.5200726,14.7533816
51.3748534,14.6702995
51.5326402,14.6620516
